"";"plant_species";"frugivore_species";"ID";"frugivore_species_old";"frugivore_genus";"frugivore_class";"frugivore_order";"frugivore_family";"frugivore_class_old";"frugivore_order_old";"frugivore_family_old";"plant_species_old";"plant_genus";"plant_class";"plant_order";"plant_family";"plant_family_old";"plant.form";"frug.orig";"plant.origin";"plant.IUCN";"fruit.diameter..mm.";"fruit.length..mm.";"fruit.color";"seed.diameter..mm.";"seed.length..mm.";"frugivore.group";"frugivore.body.mass..g.";"frugivore.mean.gape.size..mm.";"frugivory.score";"frugivore.migration.status";"frugivore.population.trend";"frugivore.IUCN";"Country";"Island";"island.adapted";"specific.location";"habitat";"latitude.centroid";"longitude.centroid";"latitude";"longitude";"geographic";"geographic.lat";"geographic.lon";"precision";"reference";"method";"frugivore_native_status";"frugivore_endemic_status";"frugivore_singleislandendemism";"plant_native_status";"plant_endemic_status";"plant_singleislandendemism"
"1453";"Hirtella rugosa";"Amazona vittata";3146;"Amazona vittata";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Piciformes";"Picidae";"Hirtella rugosa";"Hirtella";"Magnoliopsida";"Malpighiales";"Chrysobalanaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"El Yunque National Forest (Río Grande)";"subtropical montane";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Rodriguez-Vidal 1975";"plant-oriented";"Native";"Yes";"No";"Native";"Yes";"Yes"
"1454";"Hirtella triandra";"Chlorocebus pygerythrus";2064;"Chlorocebus pygerythrus";"Chlorocebus";"Mammalia";"Primates";"Cercopithecidae";"Mammalia";"Primates";"Cercopithecidae";"Hirtella triandra";"Hirtella";"Magnoliopsida";"Malpighiales";"Chrysobalanaceae";"Rosaceae";"tree";"nonnative";"native";"";"";NA;"";NA;NA;"non volant mammal";"";"";NA;"resident";"";"";"St. Kitts";"St. Kitts";"Saint Kitts and Nevis";"several sites";"lower montane secondary forest & cattle pasture";17,27082251;-62,69777839;"";"";"EC";15,9098171627273;-62,1116501418182;"";"Poirier (1972)";"animal-oriented";"Introduced";"No";"No";"Native";"No";"No"
"1455";"Hohenbergia penduliflora";"Erophylla sezekorni";2510;"Erophylla sezekorni";"Erophylla";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Hohenbergia penduliflora";"Hohenbergia";"Magnoliopsida";"Poales";"Bromeliaceae";"Bromeliaceae";"bromelia";"native";"native";"NE";"";NA;"brown";NA;NA;"bats";"";"";NA;"resident";"";"LC";"Cuba";"Cuba";"Cuba";"Escaleras de Jaruco";"cave in forest";21,62469202;-79,03330319;" 23° 2'40.51""N";" 82° 4'15.75""W";"GA";19,0740227101688;-70,7529184711968;"precise";"Navarro, Rojas, Vale, Ferrero, Serrano, Pérez, Vidal, and Faife (2010). Informe final del proyecto ""Papel de las interacciones bióticas en la regeneración de bosques y en la recuperación de agroecosistemas degradados después del paso del huracán Gustav por el archipiélago Cubano"" (ref. A/023710/09).";"animal-oriented";"Native";"Yes";"No";"Native";"Yes";"No"
"1456";"Hylocereus triangularis";"Margarops fuscatus";2815;"Margarops fuscatus";"Margarops";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Hylocereus trigonus";"Hylocereus";"Magnoliopsida";"Caryophyllales";"Cactaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Bo. Cacao (Quebradillas)";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"No";"No";"Native";"Yes";"No"
"1457";"Hymenaea courbaril";"Chlorocebus pygerythrus";2073;"Chlorocebus pygerythrus";"Chlorocebus";"Mammalia";"Primates";"Cercopithecidae";"Mammalia";"Primates";"Cercopithecidae";"Hymenae courbaril";"Hymenaea";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"nonnative";"native";"";"";NA;"";NA;NA;"non volant mammal";"";"";NA;"resident";"";"";"St. Kitts";"St. Kitts";"Saint Kitts and Nevis";"several sites";"lower montane secondary forest & cattle pasture";17,27082251;-62,69777839;"";"";"EC";15,9098171627273;-62,1116501418182;"";"Poirier (1972)";"animal-oriented";"Introduced";"No";"No";"Native";"No";"No"
"1458";"Hypelate trifoliata";"Cyclura cornuta stejnegeri";73;"Cyclura stejnegeri";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Hypelate trifoliata";"Hypelate";"Magnoliopsida";"Sapindales";"Sapindaceae";"Sapindaceae";"shrub/small tree";"native";"native";"LC";NA;NA;NA;NA;NA;"reptile";"616 (male), 470 female";NA;NA;"resident";"decreasing";"EN";"Puerto Rico";"Mona";"Puerto Rico";NA;"dry limestone plateau";18,22566835;-66,46639658;"18.0829° N";"67.8927° W";"GA";19,0740227101688;-70,7529184711968;"imprecise";"Wiewandt, 1977";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1459";"Ilex nitida";"Corvus leucognaphalus";3203;"Corvus leucognaphalus";"Corvus";"Aves";"Passeriformes";"Corvidae";"Aves";"Passeriformes";"Corvidae";"Ilex riedlaei";"Ilex";"Magnoliopsida";"Aquifoliales";"Aquifoliaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Los Haitises";"subtropical wet forest";18,89620449;-70,49627229;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Wiley 2006";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1460";"Ilex nitida";"Corvus leucognaphalus";2593;"Corvus leucognaphalus";"Corvus";"Aves";"Passeriformes";"Corvidae";"Aves";"Passeriformes";"Corvidae";"Ilex riedlaei";"Ilex";"Magnoliopsida";"Aquifoliales";"Aquifoliaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Jamaica";"Jamaica";"Jamaica";"Ecclesdown Road, Portland";"subtropical moist forest";18,15459368;-77,3185348;"";"";"GA";19,0740227101688;-70,7529184711968;"";"ebird";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1461";"Ilex sp.";"Amazona leucocephala";1987;"Amazona leucocephala";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Ilex sp.";"Ilex";"Magnoliopsida";"Aquifoliales";"Aquifoliaceae";"Aquifoliaceae";"";"native";"native";"";"";NA;"black";NA;NA;"birds";"";"";NA;"resident";"";"";"Cuba";"Cuba";"Cuba";NA;"";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"";"animal-oriented";"Native";"Yes";"No";"NoData";"No";"No"
"1462";"Inga laurina";"Icterus dominicensis portoricensis";1632;"Icterus portoricensis";"Icterus";"Aves";"Passeriformes";"Icteridae";"Aves";"Passeriformes";"Icteridae";"Inga laurina";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Caguana, Utuado";"lower montane secondary forest";18,22566835;-66,46639658;"18.285194° N";"66.731589° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1463";"Inga laurina";"Dulus dominicus";948;"Dulus dominicus";"Dulus";"Aves";"Passeriformes";"Dulidae";"Aves";"Passeriformes";"Dulidae";"Inga laurina";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Las Auyamas, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,16933";"-70,65987";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1464";"Inga laurina";"Margarops fuscatus";1359;"Margarops fuscatus";"Margarops";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Inga laurina";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.244299° N";"66.519302° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"1465";"Inga laurina";"Melanerpes striatus";949;"Melanerpes striatus";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Inga laurina";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Las Auyamas, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,16933";"-70,65987";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1466";"Inga laurina";"Melanerpes striatus";950;"Melanerpes striatus";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Inga laurina";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Piedra Blanca, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17739";"-70,64559";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1467";"Inga laurina";"Phaenicophilus palmarum";951;"Phaenicophilus palmarum";"Phaenicophilus";"Aves";"Passeriformes";"Phaenicophilidae";"Aves";"Passeriformes";"Phaenicophilidae";"Inga laurina";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Piedra Blanca, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17739";"-70,64559";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1468";"Inga laurina";"Vireo altiloquus";1400;"Vireo altiloquous";"Vireo";"Aves";"Passeriformes";"Vireonidae";"Aves";"Passeriformes";"Vireonidae";"Inga laurina";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"1469";"Inga laurina";"Amazona vittata";3153;"Amazona vittata";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Inga laurina";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Rio Abajo State Forest, Arecibo";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"F. Tarazona, personal obs.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1470";"Inga sp.";"Amazona guildingii";1939;"Amazona guildingii";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Inga sp.";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Saint Vincent and the Grenadines";"Saint Vincent";"Saint Vincent and the Grenadines";NA;"";13,21608335;-61,2026418;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"1471";"Inga vera";"Spindalis portoricensis";1479;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1472";"Inga vera";"Vireo altiloquus";1401;"Vireo altiloquous";"Vireo";"Aves";"Passeriformes";"Vireonidae";"Aves";"Passeriformes";"Vireonidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"1473";"Inga vera";"Spindalis portoricensis";1679;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Caguana, Utuado";"lower montane secondary forest";18,22566835;-66,46639658;"18.285194° N";"66.731589° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1474";"Inga vera";"Nesospingus speculiferus";1828;"Nesospingus speculiferus";"Nesospingus";"Aves";"Passeriformes";"Nesospingidae";"Aves";"Passeriformes";"Nesospingidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Bosque Estatal de Carite";"montane wet tropical forest";18,22566835;-66,46639658;"18.114856° N";"66.069706° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo 2005, Carlo & Aukema 2005";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1475";"Inga vera";"Amazona vittata";3140;"Amazona vittata";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Piciformes";"Picidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"El Yunque National Forest (Río Grande)";"subtropical montane";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Rodriguez-Vidal 1975";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1476";"Inga vera";"Nesospingus speculiferus";1448;"Nesospingus speculiferus";"Nesospingus";"Aves";"Passeriformes";"Nesospingidae";"Aves";"Passeriformes";"Nesospingidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1477";"Inga vera";"Melanerpes portoricensis";1514;"Melanerpes portoricensis";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"lower montane secondary forest & shaded coffee plantations";18,22566835;-66,46639658;"18.300181° N";"66.553272° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1478";"Inga vera";"Melanerpes striatus";959;"Melanerpes striatus";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Piedra Blanca, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17739";"-70,64559";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1479";"Inga vera";"Margarops fuscatus";1507;"Margarops fuscatus";"Margarops";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"lower montane secondary forest & shaded coffee plantations";18,22566835;-66,46639658;"18.300181° N";"66.553272° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"1480";"Inga vera";"Coereba flaveola";1496;"Coereba flaveola";"Coereba";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"lower montane secondary forest & shaded coffee plantations";18,22566835;-66,46639658;"18.300181° N";"66.553272° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"1481";"Inga vera";"Dulus dominicus";952;"Dulus dominicus";"Dulus";"Aves";"Passeriformes";"Dulidae";"Aves";"Passeriformes";"Dulidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Guanajuma, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,18521";"-70,72952";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1482";"Inga vera";"Dulus dominicus";953;"Dulus dominicus";"Dulus";"Aves";"Passeriformes";"Dulidae";"Aves";"Passeriformes";"Dulidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Llano del Higo, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17812";"-70,71094";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1483";"Inga vera";"Spindalis portoricensis";1541;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"lower montane secondary forest & shaded coffee plantations";18,22566835;-66,46639658;"18.300181° N";"66.553272° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1484";"Inga vera";"Vireo altiloquus";1735;"Vireo altiloquous";"Vireo";"Aves";"Passeriformes";"Vireonidae";"Aves";"Passeriformes";"Vireonidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.318748° N";"66.554630° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"1485";"Inga vera";"Phaenicophilus palmarum";961;"Phaenicophilus palmarum";"Phaenicophilus";"Aves";"Passeriformes";"Phaenicophilidae";"Aves";"Passeriformes";"Phaenicophilidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Guanajuma, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,18521";"-70,72952";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1486";"Inga vera";"Melanerpes striatus";957;"Melanerpes striatus";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Las Auyamas, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,16933";"-70,65987";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1487";"Inga vera";"Loxigilla portoricensis";1427;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1488";"Inga vera";"Phaenicophilus palmarum";965;"Phaenicophilus palmarum";"Phaenicophilus";"Aves";"Passeriformes";"Phaenicophilidae";"Aves";"Passeriformes";"Phaenicophilidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Vera del Yaque, Las Guázaras, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,08943";"-70,68957";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1489";"Inga vera";"Nesospingus speculiferus";1519;"Nesospingus speculiferus";"Nesospingus";"Aves";"Passeriformes";"Nesospingidae";"Aves";"Passeriformes";"Nesospingidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"lower montane secondary forest & shaded coffee plantations";18,22566835;-66,46639658;"18.300181° N";"66.553272° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1490";"Inga vera";"Loxigilla portoricensis";1662;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Caguana, Utuado";"lower montane secondary forest";18,22566835;-66,46639658;"18.285194° N";"66.731589° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1491";"Inga vera";"Turdus plumbeus";966;"Turdus plumbeus";"Turdus";"Aves";"Passeriformes";"Turdidae";"Aves";"Passeriformes";"Turdidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Llano del Higo, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17812";"-70,71094";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
